Numero,Fecha,Boleta,Tipo,Precio actual,Precio final,Estado
390,2012-07-31 01:19:16,1343722756,brcm,16.76,24.74,Bajo
391,2012-08-06 04:29:11,1344252551,brcm,16.76,24.9,Bajo
392,2012-10-09 03:13:03,1349777583,brcm,16.76,24.9,Bajo
393,2013-02-06 17:08:49,1360199329,brcm,21.6,26.09,Bajo
394,2013-04-23 04:18:15,1366715895,brcm,21.6,26.08,Bajo
395,2013-04-25 07:54:54,1366901694,brcm,21.6,28.07,Bajo
396,2004-05-12 19:03:37,1084413817,bsx,0.52,57.63,Bajo
397,2004-06-20 18:10:28,1087780228,bsx,0.52,61.04,Bajo
398,2004-07-26 02:07:10,1090832830,bsx,0.52,50.06,Bajo
399,2004-09-15 18:12:55,1095297175,bsx,0.69,42.74,Bajo
400,2005-01-16 18:00:17,1105927217,bsx,0.623,31.47,Bajo
401,2005-01-17 08:42:32,1105980152,bsx,0.623,31.47,Bajo
402,2005-02-04 07:39:48,1107531588,bsx,0.588,27.77,Bajo
403,2005-04-05 00:51:18,1112687478,bsx,0.588,23.64,Bajo
404,2011-09-03 23:37:40,1315118260,bsx,36.4,16.17,Bajo
405,2012-03-10 15:16:10,1331421370,bsx,37.53,20.52,Bajo
406,2004-09-19 14:30:24,1095629424,btu,0.892,30.36,Bajo
407,2005-03-05 23:29:51,1110094191,btu,0.826,34.95,Alto
408,2011-08-19 01:12:01,1313741521,btu,47.89,13.42,Bajo
409,2011-10-22 00:50:54,1319269854,btu,47.89,11.84,Bajo
410,2012-01-11 12:46:37,1326314797,btu,47.02,10.39,Bajo
411,2012-09-09 16:28:31,1347233311,btu,108.79,7.37,Bajo
412,2005-04-11 10:39:59,1113241199,bwa,0.381,12.79,Alto
413,2013-05-23 17:30:04,1369355404,bwa,37.98,20.0,Alto
414,2011-08-14 06:11:50,1313327510,bxp,147.28,97.54,Alto
415,2012-07-25 18:44:37,1343267077,bxp,142.89,54.49,Alto
416,2013-04-23 04:45:10,1366717510,bxp,152.52,56.58,Alto
417,2013-04-25 03:23:44,1366885424,bxp,152.52,56.33,Alto
418,2012-01-29 16:31:44,1327883504,ca,24.95,13.77,Bajo
419,2013-02-06 15:53:51,1360194831,ca,26.62,12.67,Bajo
420,2010-10-29 01:30:44,1288341044,cab,272.79,20.57,Bajo
421,2011-03-12 08:44:08,1299948248,cab,227.38,16.26,Bajo
422,2011-08-17 15:39:42,1313620782,cab,213.04,12.64,Bajo
423,2012-06-16 19:21:56,1339899716,cab,156.44,16.27,Alto
424,2012-07-14 19:07:13,1342318033,cab,156.44,18.14,Alto
425,2013-05-16 15:00:39,1368741639,cab,173.81,26.19,Alto
426,2004-04-05 02:41:56,1081158116,cag,1.175,17.67,Alto
427,2004-09-17 18:18:37,1095470317,cag,1.177,17.97,Alto
428,2011-11-20 21:01:33,1321851693,cag,69.27,13.8,Bajo
429,2013-03-17 08:48:17,1363535297,cag,79.83,22.06,Bajo
430,2013-05-13 19:17:30,1368497850,cag,207.07,29.67,Bajo
431,2005-01-25 11:55:39,1106682939,cah,0.396,16.53,Bajo
432,2005-03-08 20:25:26,1110342326,cah,0.329,20.08,Bajo
433,2005-05-27 11:11:07,1117217467,cah,0.333,21.37,Bajo
434,2011-08-17 19:47:33,1313635653,cah,42.78,15.4,Bajo
435,2013-04-25 03:34:17,1366886057,cah,44.28,13.48,Bajo
436,2004-08-03 22:53:06,1091598786,cam,0.424,43.97,Bajo
437,2004-10-29 07:14:43,1099059283,cam,0.424,42.16,Bajo
438,2005-01-27 23:06:31,1106895991,cam,0.408,43.77,Alto
439,2005-02-07 02:13:49,1107771229,cam,0.408,45.52,Alto
440,2011-08-16 21:53:03,1313556783,cam,41.22,20.83,Bajo
441,2012-01-11 01:42:00,1326274920,cam,34.43,22.25,Bajo
442,2012-10-25 01:19:04,1351153144,cam,40.46,22.23,Bajo
443,2013-02-03 03:23:27,1359890607,cam,37.3,21.68,Bajo
444,2013-04-22 02:12:48,1366621968,cam,37.3,19.6,Bajo
445,2013-05-10 11:40:35,1368211235,cam,37.52,20.73,Bajo
446,2004-04-13 08:09:47,1081868987,cat,3.26,26.59,Alto
447,2004-10-23 05:48:06,1098535686,cat,3.172,14.48,Alto
448,2005-01-25 09:39:53,1106674793,cat,3.172,16.49,Alto
449,2005-02-04 04:32:23,1107520343,cat,3.118,16.02,Alto
450,2005-03-21 07:27:48,1111415268,cat,3.151,16.82,Alto
451,2005-05-18 10:55:54,1116438954,cat,3.154,14.88,Alto
452,2011-09-03 08:40:17,1315064417,cat,247.48,14.12,Alto
453,2011-11-08 07:18:14,1320765494,cat,233.25,14.52,Alto
454,2012-01-02 19:36:40,1325561800,cat,233.25,13.85,Alto
455,2012-03-10 09:16:00,1331399760,cat,258.16,14.89,Alto
456,2012-05-20 21:07:15,1337573235,cat,232.43,11.18,Bajo
457,2012-07-19 10:15:20,1342718120,cat,232.43,10.4,Bajo
458,2012-11-16 12:42:01,1353098521,cat,222.26,8.33,Bajo
459,2012-11-23 04:27:41,1353673661,cat,222.26,8.51,Bajo
460,2013-02-06 09:08:04,1360170484,cat,228.32,11.61,Bajo
461,2013-04-22 03:06:55,1366625215,cat,228.37,9.48,Bajo
462,2013-05-12 19:32:38,1368412358,cat,221.07,11.95,Bajo
463,2011-08-14 15:21:31,1313360491,cb,25.17,8.66,Bajo
464,2012-06-10 08:21:44,1339341704,cb,23.08,12.2,Bajo
465,2011-08-19 11:09:39,1313777379,cbg,221.32,18.99,Bajo
466,2012-06-10 10:07:46,1339348066,cbg,235.33,22.81,Bajo
467,2013-04-22 01:19:16,1366618756,cbg,223.06,24.69,Bajo
468,2011-08-16 04:03:08,1313492588,cbs,60.26,14.47,Bajo
469,2011-11-14 23:52:35,1321343555,cbs,60.53,14.84,Bajo
470,2012-07-17 13:58:10,1342558690,cbs,59.22,14.48,Alto
471,2012-11-14 06:45:13,1352904313,cbs,57.61,14.68,Alto
472,2012-11-18 18:35:13,1353292513,cbs,57.61,14.35,Alto
473,2013-05-11 22:17:38,1368335858,cbs,68.84,18.78,Alto
474,2004-05-18 09:52:31,1084899151,cce,2.605,16.57,Alto
475,2005-01-28 16:54:57,1106960097,cce,2.188,15.66,Bajo
476,2011-07-18 05:02:07,1310990527,cce,79.7,15.76,Alto
477,2012-11-14 04:24:36,1352895876,cce,120.21,13.37,Alto
478,2012-11-18 13:45:54,1353275154,cce,120.21,13.16,Alto
479,2013-05-21 16:44:13,1369179853,cce,147.53,18.04,Alto
480,2012-11-06 05:20:37,1352208037,cci,284.87,76.92,Alto
481,2013-05-17 14:24:10,1368825850,cci,365.51,149.58,Alto
482,2004-02-15 13:24:06,1076880246,ccl,0.516,28.39,Bajo
483,2004-05-21 18:29:17,1085189357,ccl,0.552,25.5,Bajo
484,2004-11-29 18:23:39,1101781419,ccl,0.491,24.73,Alto
485,2004-12-09 01:00:52,1102582852,ccl,0.491,25.53,Alto
486,2005-04-05 02:33:25,1112693605,ccl,0.505,22.37,Alto
487,2012-07-15 10:45:36,1342374336,ccl,43.43,17.76,Bajo
488,2013-04-25 00:04:30,1366873470,celg,54.34,35.84,Alto
489,2013-05-16 18:26:51,1368754011,celg,56.28,37.86,Alto
490,2004-04-12 00:01:08,1081753268,cern,0.295,38.46,Bajo
491,2004-07-28 21:55:11,1091076911,cern,0.254,29.13,Alto
492,2004-08-03 23:40:09,1091601609,cern,0.254,29.77,Alto
493,2004-11-14 20:28:19,1100492899,cern,0.243,30.69,Alto
494,2005-01-25 09:51:48,1106675508,cern,0.243,29.83,Alto
495,2005-02-06 19:03:19,1107745399,cern,0.219,30.66,Alto
496,2005-03-10 01:56:34,1110448594,cern,0.219,29.69,Alto
497,2011-05-15 05:56:17,1305464177,cern,5.01,40.57,Alto
498,2012-10-10 14:24:17,1349904257,cern,6.86,37.48,Alto
499,2013-02-06 13:18:14,1360185494,cern,7.29,38.88,Alto
500,2013-04-25 02:39:05,1366882745,cern,6.92,40.77,Alto
501,2011-02-26 10:55:33,1298746533,cf,44.19,26.22,Alto
502,2011-09-10 06:45:56,1315662356,cf,30.35,12.75,Alto
503,2012-07-25 19:58:45,1343271525,cf,30.18,8.24,Alto
504,2013-04-22 02:34:43,1366623283,cf,25.55,6.27,Alto
505,2013-04-25 09:26:53,1366907213,cf,25.55,6.54,Alto
506,2004-03-02 13:14:15,1078262055,chk,1.278,12.06,Bajo
507,2004-06-22 18:46:03,1087955163,chk,0.864,11.29,Alto
508,2004-11-15 23:25:01,1100589901,chk,0.978,13.71,Alto
509,2004-12-15 01:44:04,1103103844,chk,0.978,13.39,Alto
510,2005-02-07 04:46:41,1107780401,chk,0.978,14.79,Alto
511,2005-03-26 18:12:38,1111885958,chk,0.972,14.1,Alto
512,2011-09-03 08:40:17,1315064417,chk,65.25,21.38,Alto
513,2011-11-02 20:11:50,1320289910,chk,65.25,18.66,Alto
514,2011-11-16 00:01:03,1321430463,chk,72.62,12.81,Alto
515,2012-01-02 19:36:40,1325561800,chk,72.62,11.21,Alto
516,2012-03-06 01:55:37,1331027737,chk,60.5,10.46,Alto
517,2012-09-23 06:58:26,1348408706,chk,73.63,6.44,Alto
518,2004-06-22 03:08:42,1087898922,chrw,1.913,31.59,Bajo
519,2004-10-14 00:45:27,1097739927,chrw,1.905,33.17,Alto
520,2004-12-14 04:46:27,1103028387,chrw,1.93,36.4,Alto
521,2005-02-27 18:27:50,1109557670,chrw,1.868,34.59,Alto
522,2005-03-06 15:37:10,1110152230,chrw,1.868,34.23,Alto
523,2013-04-23 04:17:59,1366715879,chrw,16.86,15.53,Bajo
524,2013-05-10 00:28:28,1368170908,chrw,16.86,15.26,Bajo
525,2011-05-01 00:45:36,1304235936,ci,42.8,9.58,Bajo
526,2011-06-30 20:09:37,1309489777,ci,45.96,9.46,Bajo
527,2011-10-29 08:55:23,1319903723,ci,42.79,7.93,Bajo
528,2013-06-04 23:43:20,1370414600,ci,55.35,14.9,Bajo
529,2013-05-23 16:34:19,1369352059,cinf,16.16,16.02,Bajo
530,2004-08-18 11:38:00,1092854280,cl,3.842,20.46,Bajo
531,2004-11-30 20:18:36,1101874716,cl,2.955,18.6,Bajo
532,2005-03-16 07:02:27,1110981747,cl,2.951,22.58,Bajo
533,2012-07-25 01:23:13,1343204593,cl,199.0,20.38,Alto
534,2012-11-26 15:34:40,1353972880,cl,194.51,21.16,Alto
535,2013-04-26 19:52:42,1367031162,cl,218.83,23.16,Alto
536,2011-11-29 05:27:44,1322573264,clf,61.29,4.86,Bajo
537,2012-02-04 09:15:36,1328375736,clf,61.29,5.8,Bajo
538,2012-03-31 13:50:50,1333227050,clf,56.37,6.03,Bajo
539,2012-04-21 18:01:31,1335056491,clf,56.37,5.86,Bajo
540,2012-11-26 12:48:12,1353962892,clf,54.35,4.93,Bajo
541,2004-07-08 15:19:05,1089325145,clx,0.727,21.6,Alto
542,2004-08-03 23:51:33,1091602293,clx,0.727,20.65,Alto
543,2013-05-23 12:28:57,1369337337,clx,684.87,20.24,Alto
544,2005-04-04 10:24:15,1112635455,cmcsa,0.57,77.11,Bajo
545,2011-09-04 02:03:53,1315127033,cmcsa,63.38,15.32,Bajo
546,2012-02-05 02:17:01,1328437021,cmcsa,65.2,19.53,Bajo
547,2012-07-16 21:38:22,1342499902,cmcsa,59.06,19.77,Bajo
548,2012-11-06 15:56:47,1352246207,cmcsa,58.26,17.01,Bajo
549,2012-11-17 00:08:02,1353139682,cmcsa,58.26,16.18,Bajo
550,2012-11-23 11:50:58,1353700258,cmcsa,58.26,16.65,Bajo
551,2013-01-18 21:46:35,1358574395,cmcsa,58.26,18.38,Bajo
552,2013-05-15 12:06:08,1368644768,cmcsa,95.4,18.27,Bajo
553,2005-03-06 23:00:29,1110178829,cme,1.33,30.89,Alto
554,2011-04-08 01:33:24,1302251604,cme,12.55,21.38,Alto
555,2011-07-09 21:30:52,1310272252,cme,10.09,16.81,Alto
556,2011-12-24 00:40:16,1324716016,cme,10.06,13.06,Alto
557,2012-06-10 06:29:14,1339334954,cme,9.75,11.14,Alto
558,2012-10-25 15:10:11,1351203011,cme,9.71,11.58,Bajo
559,2011-09-03 05:25:49,1315052749,cmg,0.4,50.49,Alto
560,2011-11-02 19:25:47,1320287147,cmg,0.37,51.0,Alto
561,2012-03-30 11:30:19,1333132219,cmg,0.35,62.22,Alto
562,2012-11-14 01:14:26,1352884466,cmg,0.27,30.48,Alto
563,2012-11-18 08:36:24,1353256584,cmg,0.27,30.55,Alto
564,2013-03-15 02:46:12,1363340772,cmg,0.28,36.88,Alto
565,2011-07-10 06:14:01,1310303641,cmi,14.75,16.99,Bajo
566,2011-07-11 13:19:55,1310415595,cmi,14.75,16.99,Bajo
567,2011-09-10 01:40:44,1315644044,cmi,13.79,11.57,Bajo
568,2011-11-20 05:19:32,1321795172,cmi,12.86,11.01,Bajo
569,2012-01-04 07:30:52,1325691052,cmi,12.86,10.66,Bajo
570,2013-04-23 03:37:30,1366713450,cmi,11.11,12.42,Bajo
571,2013-05-09 09:40:00,1368117600,cmi,11.4,14.78,Bajo
572,2012-01-20 18:19:31,1327112371,cms,238.03,14.02,Alto
573,2013-04-23 04:18:12,1366715892,cms,232.06,20.52,Alto
574,2013-05-09 17:06:21,1368144381,cms,227.52,16.74,Alto
575,2011-09-25 19:57:36,1317005856,cnp,274.28,15.85,Alto
576,2004-05-16 21:46:02,1084769162,cnx,1.482,165.06,Bajo
577,2004-11-23 09:52:41,1101232361,cnx,1.23,139.08,Alto
578,2011-01-01 17:04:53,1293930293,cnx,116.79,26.04,Alto
579,2011-03-07 02:43:03,1299494583,cnx,125.85,32.8,Alto
580,2011-05-14 14:04:21,1305407061,cnx,116.28,24.52,Alto
581,2011-08-05 13:35:41,1312576541,cnx,110.09,22.11,Alto
582,2011-10-05 01:47:45,1317804465,cnx,110.09,17.46,Alto
583,2012-02-29 14:10:41,1330553441,cnx,88.57,13.15,Alto
584,2013-04-25 04:46:50,1366890410,cnx,82.23,19.62,Bajo
585,2004-11-25 04:43:40,1101386620,cog,0.669,20.32,Alto
586,2011-01-20 05:14:15,1295529255,cog,59.4,44.11,Alto
587,2011-07-07 10:34:18,1310060058,cog,55.94,80.11,Alto
588,2011-11-26 13:54:42,1322344482,cog,58.98,55.98,Alto
589,2012-01-26 02:30:49,1327573849,cog,58.98,48.63,Alto
590,2012-03-13 00:10:03,1331622603,cog,45.14,58.17,Bajo
591,2012-04-19 16:31:01,1334878261,cog,45.14,53.55,Bajo
592,2012-06-24 13:32:32,1340569952,cog,47.63,59.67,Alto
593,2013-05-15 18:34:27,1368668067,cog,53.08,93.25,Alto
594,2004-02-03 06:20:09,1075818009,coh,0.064,34.07,Bajo
595,2004-05-21 06:44:30,1085147070,coh,0.025,33.61,Alto
596,2004-10-27 15:08:03,1098914883,coh,0.034,30.17,Alto
597,2005-02-07 09:58:01,1107799081,coh,0.055,33.23,Alto
598,2011-11-08 05:04:16,1320757456,coh,1.33,21.28,Alto
599,2011-11-17 07:36:43,1321544203,coh,1.66,20.78,Alto
600,2012-05-22 20:33:55,1337744035,coh,1.21,20.45,Alto
601,2012-06-10 06:27:30,1339334850,coh,1.21,19.12,Alto
602,2012-10-13 20:04:33,1350183873,coh,1.17,15.22,Alto
603,2013-03-30 07:42:37,1364654557,coh,1.09,13.79,Bajo
604,2013-04-22 03:05:55,1366625155,coh,1.09,14.12,Alto
605,2013-05-23 17:59:00,1369357140,coh,1.01,15.77,Alto
606,2004-08-21 11:56:46,1093114606,col,0.209,21.24,Alto
607,2004-10-18 20:24:22,1098156262,col,0.209,22.64,Alto
608,2005-01-19 21:00:15,1106197215,col,0.177,24.71,Alto
609,2005-03-08 17:55:25,1110333325,col,0.162,26.77,Alto
610,2005-05-25 22:58:40,1117087120,col,0.153,25.35,Alto
611,2011-12-28 18:24:32,1325125472,col,34.56,13.57,Alto
612,2012-05-19 04:43:20,1337427800,col,65.29,12.23,Alto
613,2012-11-04 05:54:08,1352037248,col,61.63,12.97,Alto
614,2005-05-26 00:55:41,1117094141,cop,0.311,7.88,Alto
615,2012-11-10 00:22:52,1352535772,cop,51.98,6.84,Bajo
616,2013-05-16 10:49:55,1368726595,cop,50.9,10.13,Bajo
617,2004-04-27 12:46:02,1083095162,cost,0.191,23.13,Alto
618,2004-11-30 06:23:56,1101824636,cost,0.173,26.7,Alto
619,2011-03-12 10:32:22,1299954742,cost,17.69,23.07,Alto
620,2011-09-03 05:29:06,1315052946,cost,17.13,24.54,Alto
621,2011-11-04 07:49:34,1320418174,cost,18.44,25.65,Alto
622,2012-01-04 01:49:31,1325670571,cost,18.19,25.47,Alto
623,2012-03-24 22:12:40,1332652360,cost,17.79,26.3,Alto
624,2012-06-18 04:48:51,1340020131,cost,10.42,25.53,Alto
625,2012-09-18 10:06:30,1347987990,cost,10.42,28.55,Alto
626,2012-09-21 06:22:10,1348233730,cost,10.42,28.65,Alto
627,2012-09-21 14:12:50,1348261970,cost,10.42,28.66,Alto
628,2012-09-23 12:54:54,1348430094,cost,10.42,28.58,Alto
629,2012-10-01 10:39:16,1349113156,cost,10.42,27.96,Alto
630,2012-10-11 01:45:25,1349945125,cost,10.42,28.35,Alto
631,2013-02-06 13:27:36,1360186056,cost,10.75,25.12,Alto
632,2013-04-22 01:19:53,1366618793,cost,47.37,23.4,Alto
633,2013-05-09 23:28:25,1368167305,cost,47.37,24.45,Alto
634,2011-05-22 22:44:23,1306129463,cov,43.3,16.87,Bajo
635,2011-12-23 21:24:57,1324704297,cov,42.86,12.1,Bajo
636,2012-10-21 05:22:20,1350822140,cov,47.47,14.52,Bajo
637,2013-04-23 18:13:09,1366765989,cov,46.94,16.98,Bajo
638,2005-04-19 16:05:27,1113951927,cpb,2.336,17.89,Bajo
639,2011-02-25 13:49:36,1298670576,cpb,349.89,14.38,Alto
640,2011-05-30 01:21:35,1306743695,cpb,289.92,14.26,Alto
641,2011-10-12 06:53:43,1318427623,cpb,281.39,13.83,Alto
642,2012-04-01 04:58:21,1333281501,cpb,248.29,14.55,Bajo
643,2013-05-18 16:55:09,1368921309,cpb,390.39,20.39,Alto
644,2005-01-09 06:06:27,1105279587,csc,0.41,18.29,Bajo
645,2005-03-02 22:21:01,1109830861,csc,0.384,19.39,Bajo
646,2005-03-19 03:16:36,1111227396,csc,0.384,18.92,Bajo
647,2005-04-04 17:25:18,1112660718,csc,0.384,19.13,Bajo
648,2011-02-24 00:01:25,1298534485,csc,38.96,8.94,Bajo
649,2011-05-01 14:10:15,1304284215,csc,38.96,9.63,Bajo
650,2011-11-02 15:44:34,1320273874,csc,36.65,6.14,Bajo
651,2004-02-15 20:45:53,1076906753,csco,1.852,39.38,Alto
652,2004-04-12 02:46:05,1081763165,csco,1.852,39.53,Alto
653,2004-06-22 05:17:10,1087906630,csco,1.701,35.51,Alto
654,2004-08-11 09:47:49,1092242869,csco,1.648,28.98,Bajo
655,2004-10-13 06:22:29,1097673749,csco,1.648,27.14,Bajo
656,2005-01-25 04:50:09,1106657409,csco,1.446,23.42,Bajo
657,2005-02-20 13:59:26,1108936766,csco,1.319,21.98,Bajo
658,2005-04-03 20:44:13,1112586253,csco,1.319,22.49,Bajo
659,2012-11-04 08:30:13,1352046613,csco,31.83,11.64,Bajo
660,2012-11-11 15:45:58,1352677558,csco,31.83,11.29,Bajo
661,2013-01-22 04:16:14,1358856974,csco,30.98,13.56,Bajo
662,2013-04-23 04:34:14,1366716854,csco,29.34,11.84,Bajo
663,2013-04-26 01:19:47,1366964387,csco,29.34,11.87,Bajo
664,2004-09-18 21:29:27,1095568167,csx,1.157,42.96,Alto
665,2004-11-15 19:44:22,1100576662,csx,1.08,20.41,Alto
666,2005-04-04 22:26:39,1112678799,csx,1.074,22.66,Alto
667,2011-12-24 04:53:40,1324731220,csx,104.67,13.14,Bajo
668,2013-05-13 09:58:51,1368464331,csx,100.75,14.06,Bajo
669,2004-10-26 07:45:57,1098801957,ctas,0.247,25.47,Bajo
670,2005-02-22 13:02:43,1109106163,ctas,0.231,26.61,Bajo
671,2005-04-20 15:38:44,1114036724,ctas,0.227,23.35,Bajo
672,2013-04-26 17:42:40,1367023360,ctas,61.46,18.46,Bajo
673,2004-04-05 04:26:00,1081164360,ctl,0.915,11.4,Bajo
674,2004-08-11 10:04:09,1092243849,ctl,0.896,13.05,Alto
675,2004-10-26 05:23:44,1098793424,ctl,0.896,14.05,Alto
676,2005-01-28 20:41:17,1106973677,ctl,0.887,13.59,Alto
677,2005-02-05 23:53:33,1107676413,ctl,0.883,13.86,Alto
678,2011-07-28 06:47:15,1311860835,ctl,74.34,12.64,Alto
679,2011-09-29 06:22:40,1317302560,ctl,98.63,16.57,Alto
680,2011-12-29 02:50:08,1325155808,ctl,100.91,24.22,Alto
681,2012-02-29 03:39:51,1330515591,ctl,104.85,37.76,Alto
682,2012-03-25 06:22:06,1332681726,ctl,104.85,36.41,Alto
683,2013-05-13 01:08:36,1368432516,ctl,110.25,26.7,Bajo
684,2004-08-11 10:23:53,1092245033,ctsh,4.96,46.57,Bajo
685,2004-10-20 01:56:21,1098262581,ctsh,4.96,57.73,Alto
686,2005-01-31 18:25:50,1107224750,ctsh,4.279,60.36,Alto
687,2004-06-20 22:45:54,1087796754,ctxs,1.468,31.35,Bajo
688,2004-08-11 10:31:44,1092245504,ctxs,1.407,25.61,Bajo
689,2004-10-14 00:45:31,1097739931,ctxs,1.407,33.56,Alto
690,2005-02-08 19:49:59,1107920999,ctxs,1.247,28.97,Bajo
691,2005-03-29 08:33:55,1112110435,ctxs,1.247,31.45,Alto
692,2005-04-18 15:16:59,1113862619,ctxs,1.247,29.63,Alto
693,2004-07-02 21:30:11,1088829011,cvs,0.124,19.15,Alto
694,2004-09-19 12:31:46,1095622306,cvs,0.119,18.26,Alto
695,2004-10-28 07:10:02,1098972602,cvs,0.119,19.69,Alto
696,2004-12-17 02:10:00,1103278200,cvs,0.437,20.1,Alto
697,2011-09-03 07:59:12,1315061952,cvs,28.96,14.4,Bajo
698,2011-11-03 19:47:44,1320374864,cvs,28.96,15.16,Bajo
699,2012-01-03 15:23:04,1325632984,cvs,28.7,16.51,Alto
700,2012-03-25 03:23:51,1332671031,cvs,26.3,17.58,Alto
701,2012-04-18 21:41:33,1334810493,cvs,26.3,16.98,Alto
702,2012-07-22 06:29:22,1342963762,cvs,24.19,17.09,Alto
703,2012-10-14 13:49:01,1350247741,cvs,24.83,16.83,Alto
704,2013-05-08 10:17:28,1368033448,cvs,25.29,18.23,Alto
705,2004-07-06 03:44:00,1089110640,cvx,0.325,12.39,Alto
706,2004-09-17 08:13:05,1095433985,cvx,0.296,10.35,Bajo
707,2004-10-26 04:31:22,1098790282,cvx,0.296,10.85,Bajo
708,2004-12-05 08:58:06,1102265886,cvx,0.277,9.26,Bajo
709,2005-05-26 17:24:02,1117153442,cvx,0.237,8.66,Bajo
710,2011-09-03 09:04:08,1315065848,cvx,9.89,8.42,Alto
711,2011-11-08 03:03:12,1320750192,cvx,8.01,7.98,Alto
712,2011-12-17 20:09:55,1324181395,cvx,8.01,7.47,Alto
713,2012-01-02 19:39:36,1325561976,cvx,8.01,7.88,Alto
714,2012-03-22 18:36:39,1332466599,cvx,8.31,7.84,Alto
715,2012-06-27 14:41:00,1340833260,cvx,7.34,7.48,Alto
716,2012-09-19 13:24:52,1348086292,cvx,7.79,8.71,Alto
717,2012-11-26 13:32:31,1353965551,cvx,9.19,8.65,Alto
718,2004-02-28 10:45:24,1077993924,d,1.518,55.5,Bajo
719,2004-07-08 09:02:19,1089302539,d,1.711,20.65,Alto
720,2011-05-20 03:02:18,1305885738,d,154.21,9.07,Bajo
721,2011-08-17 08:21:49,1313594509,d,166.01,17.16,Bajo
722,2013-04-29 15:49:09,1367275749,d,197.49,115.69,Bajo
723,2012-01-01 17:41:35,1325468495,dal,195.83,15.26,Bajo
724,2005-03-31 21:33:31,1112330011,dd,0.57,29.01,Alto
725,2011-09-26 04:14:42,1317035682,dd,118.35,11.21,Bajo
726,2011-11-07 23:31:20,1320737480,dd,128.92,13.3,Alto
727,2012-03-30 14:08:47,1333141727,dd,138.52,14.36,Bajo
728,2012-06-30 08:48:09,1341071289,dd,142.18,13.55,Bajo
729,2013-02-06 05:35:31,1360157731,dd,115.34,16.14,Bajo
730,2013-04-25 03:51:25,1366887085,dd,115.34,17.88,Bajo
731,2011-10-08 05:35:10,1318077310,dds,49.62,12.3,Alto
732,2011-12-29 07:06:50,1325171210,dds,51.43,6.03,Alto
733,2013-05-10 01:45:27,1368175527,dds,41.83,12.54,Alto
734,2011-09-28 16:24:30,1317252270,de,347.79,11.41,Bajo
735,2011-11-09 15:30:18,1320881418,de,347.79,12.2,Bajo
736,2013-04-25 03:06:17,1366884377,de,436.23,10.64,Bajo
737,2004-02-28 11:05:01,1077995101,dell,0.08,32.33,Bajo
738,2004-06-20 05:35:24,1087734924,dell,0.083,32.75,Bajo
739,2004-08-11 14:26:08,1092259568,dell,0.083,31.15,Bajo
740,2004-11-02 15:56:03,1099436163,dell,0.081,31.41,Bajo
741,2005-01-10 09:28:13,1105378093,dell,0.086,33.21,Alto
742,2005-02-04 07:03:51,1107529431,dell,0.086,34.02,Alto
743,2005-04-03 17:21:54,1112574114,dell,0.078,32.09,Bajo
744,2005-05-15 08:18:53,1116170333,dell,0.09,30.87,Alto
745,2005-05-26 18:27:07,1117157227,dell,0.09,31.72,Alto
746,2011-04-25 23:51:19,1303800679,dell,77.26,11.39,Bajo
747,2011-09-03 05:04:33,1315051473,dell,92.9,7.61,Bajo
748,2012-01-02 19:28:59,1325561339,dell,95.42,7.53,Bajo
749,2012-01-20 12:13:36,1327090416,dell,95.42,8.53,Bajo
750,2012-03-07 02:46:05,1331117165,dell,103.78,8.94,Bajo
751,2012-07-08 03:11:27,1341742287,dell,96.2,7.17,Bajo
752,2012-09-12 00:35:30,1347435330,dell,86.68,6.33,Bajo
753,2012-11-14 11:48:19,1352922499,dell,86.68,5.6,Bajo
754,2012-11-19 08:07:25,1353341245,dell,88.59,6.03,Bajo
755,2013-01-29 21:41:13,1359524473,dell,88.68,9.02,Bajo
756,2013-04-22 02:21:04,1366622464,dell,84.9,9.93,Bajo
757,2013-05-11 13:16:20,1368303380,dell,84.9,9.96,Bajo
758,2004-07-17 18:38:03,1090114683,df,1.136,16.21,Alto
759,2004-09-29 18:04:26,1096506266,df,1.122,13.72,Bajo
760,2004-11-24 20:36:58,1101357418,df,1.287,19.01,Bajo
761,2005-01-26 18:47:14,1106794034,df,1.287,19.73,Bajo
762,2005-02-16 16:36:10,1108600570,df,1.171,19.46,Bajo
763,2004-05-21 12:48:29,1085168909,dg,0.179,19.74,Bajo
764,2004-09-18 12:11:17,1095534677,dg,0.179,21.27,Alto
765,2004-11-08 17:31:21,1099963881,dg,0.179,21.43,Alto
766,2004-11-10 19:43:46,1100144626,dg,0.179,21.52,Alto
767,2004-12-26 11:27:15,1104089235,dg,0.213,21.49,Alto
768,2005-02-05 02:44:47,1107600287,dg,0.213,24.06,Alto
769,2005-02-07 15:46:20,1107819980,dg,0.213,24.17,Alto
770,2005-03-29 09:31:53,1112113913,dg,0.161,21.02,Alto
771,2012-01-06 22:54:44,1325919284,dg,60.1,20.33,Alto
772,2012-07-24 04:27:37,1343129257,dg,62.9,21.8,Alto
773,2012-09-13 04:01:09,1347534069,dg,60.2,19.04,Alto
774,2012-10-15 00:22:11,1350285731,dg,60.2,18.86,Alto
775,2012-10-25 15:10:42,1351203042,dg,60.2,18.08,Alto
776,2013-05-18 11:06:51,1368900411,dg,55.7,18.98,Alto
777,2004-08-31 09:10:19,1093968619,dgx,0.452,18.8,Bajo
778,2004-11-23 07:44:28,1101224668,dgx,0.445,20.22,Alto
